1677443786825,0,5,29658960,0,0
1677443787825,5,0,30193832,5120,5120
1677443788826,21,0,30538536,32768,32768
1677443789827,47,1,24552496,80896,80896
1677443790828,84,0,25350296,151552,151552
1677443791829,130,0,26548488,240640,240640
1677443792830,185,0,27890072,348160,348160
1677443793830,251,0,29682912,478208,478208
1677443794831,329,1,31857904,632832,632832
1677443795832,413,1,34481088,801792,801792
1677443796832,509,1,37642512,985088,985088
1677443797833,610,1,41263040,1193984,1193984
1677443798833,708,3,31679744,1396736,1396736
1677443799834,809,2,36248912,1605632,1605632
1677443800834,910,2,41225672,1809408,1809408
1677443801834,1010,3,46686464,1997824,1997824
1677443802835,1109,3,52579048,2222080,2222080
1677443803835,1210,3,58956320,2421760,2421760
1677443804835,1309,4,39042168,2614272,2614272
1677443805836,1407,4,45646296,2640896,2640896
1677443806836,1508,4,52379232,2649088,2649088
1677443807837,1611,4,59031888,2652160,2652160
1677443808838,1713,4,65687624,2652160,2652160
1677443809839,1812,5,39082472,2652160,2652160
1677443810840,1911,4,45807200,2652160,2652160
1677443811840,2011,4,52467944,2640896,2640896
1677443812841,2108,4,59112656,2652160,2652160
1677443813841,2209,4,65749072,2650112,2650112
1677443814841,2308,4,72328848,2629632,2629632
1677443815841,2409,5,42901088,2637824,2637824
1677443816842,2511,3,49603816,2640896,2640896
1677443817843,2608,4,56244688,2652160,2652160
1677443818844,2709,3,62897496,2652160,2652160
1677443819844,2809,4,69527888,2652160,2652160
1677443820845,2909,3,76160800,2652160,2652160
1677443821846,3010,5,43635256,2652160,2652160
1677443822846,3112,3,50347720,2652160,2652160
1677443823847,3210,4,57023728,2652160,2652160
1677443824848,3311,3,63666456,2652160,2652160
1677443825849,3411,4,70303160,2652160,2652160
1677443826850,3510,3,77034544,2652160,2652160
1677443827851,3611,3,83682352,2652160,2652160
1677443828852,3711,5,47633976,2652160,2652160
1677443829853,3813,3,54305528,2652160,2652160
1677443830853,3912,4,60913024,2652160,2652160
1677443831854,4010,3,67640248,2652160,2652160
1677443832854,4109,3,74266264,2652160,2652160
1677443833855,4209,3,80901928,2652160,2652160
1677443834856,4310,3,87534320,2652160,2652160
1677443835856,4410,5,48043968,2652160,2652160
1677443836857,4509,3,54917960,2652160,2652160
1677443837858,4609,4,61496952,2652160,2652160
1677443838858,4710,3,68140832,2652160,2652160
1677443839858,4809,3,74798912,2652160,2652160
1677443840859,4908,4,81503848,2652160,2652160
1677443841860,5010,3,88186488,2652160,2652160
1677443842860,5112,3,94814272,2652160,2652160
1677443843861,5214,5,51632536,2652160,2652160
1677443844862,5310,3,58308368,2652160,2652160
1677443845862,5410,3,65003752,2652160,2652160
1677443846864,5509,3,71691960,2652160,2652160
1677443847864,5610,3,78356576,2652160,2652160
1677443848864,5710,3,84974760,2652160,2652160
1677443849864,5811,3,91606776,2648064,2648064
1677443850865,5911,3,98254464,2652160,2652160
1677443851866,6010,3,104954072,2652160,2652160
1677443852867,6112,5,57814632,2652160,2652160
1677443853867,6210,3,64427872,2652160,2652160
1677443854868,6312,3,71115408,2652160,2652160
1677443855869,6411,4,77691456,2652160,2652160
1677443856869,6511,4,84436120,2646016,2646016
1677443857870,6613,3,91032944,2649088,2649088
1677443858871,6714,3,97665720,2652160,2652160
1677443859872,6811,3,104331456,2652160,2652160
1677443860872,6913,4,110999144,2652160,2652160
1677443861873,7013,4,117737528,2652160,2652160
1677443862874,7113,5,65613008,2652160,2652160
1677443863874,7216,3,72269464,2652160,2652160
1677443864874,7317,3,78945472,2652160,2652160
1677443865874,7416,4,85592192,2644992,2644992
1677443866875,7517,3,92201800,2624512,2624512
1677443867875,7616,3,98842112,2652160,2652160
1677443868875,7715,4,105483544,2652160,2652160
1677443869876,7816,3,112091400,2652160,2652160
1677443870877,7915,4,118733624,2652160,2652160
1677443871878,8016,3,125482752,2652160,2652160
1677443872879,8114,5,68012120,2652160,2652160
1677443873879,8213,3,74532568,2598912,2598912
1677443874880,8313,3,81077432,2613248,2613248
1677443875881,8414,3,87689832,2652160,2652160
1677443876882,8513,3,94412184,2652160,2652160
1677443877882,8613,3,101021648,2652160,2652160
1677443878883,8712,3,107664544,2652160,2652160
1677443879883,8814,3,114302856,2652160,2652160
1677443880884,8916,4,120943800,2652160,2652160
1677443881885,9014,3,127753152,2652160,2652160
1677443882886,9113,3,134389400,2652160,2652160
1677443883887,9213,6,72451800,2652160,2652160
1677443884888,9314,3,79126136,2652160,2652160
1677443885889,9414,4,85777336,2652160,2652160
1677443886889,9515,3,92494152,2652160,2652160
1677443887890,9609,3,98930880,2652160,2652160
1677443888890,9692,3,105355512,2652160,2652160
1677443889891,9766,3,111733704,2652160,2652160
1677443890891,9827,3,118062624,2652160,2652160
1677443891892,9881,3,124443944,2652160,2652160
1677443892892,9923,3,130639864,2652160,2652160
1677443893893,9958,3,136791536,2652160,2652160
1677443894893,9982,3,142917744,2650112,2650112
1677443895894,9996,3,148945368,2615296,2615296
1677443896895,10000,5,78305256,2652160,2652160
1677443897895,10000,3,84364472,2652160,2652160
1677443898896,10000,3,90361320,2652160,2652160
1677443899896,10000,3,96369376,2652160,2652160
1677443900897,10000,3,102365712,2652160,2652160
1677443901897,10000,3,108431704,2652160,2652160
1677443902897,10000,3,114428288,2652160,2652160
1677443903897,10000,3,120420888,2651136,2651136
1677443904899,10000,3,126364632,2624512,2624512
1677443905899,10000,3,132359768,2652160,2652160
1677443906899,10000,3,138422912,2652160,2652160
1677443907900,10000,3,144338864,2617344,2617344
1677443908900,10000,3,150311480,2641920,2641920
1677443909902,10000,3,156306528,2652160,2652160
1677443910902,10000,5,77116504,2652160,2652160
1677443911903,10000,3,83189728,2652160,2652160
1677443912903,10000,3,89186192,2652160,2652160
1677443913904,10000,3,95183584,2652160,2652160
1677443914905,10000,3,101187984,2652160,2652160
1677443915906,10000,3,107203072,2652160,2652160
1677443916906,10000,3,113271528,2652160,2652160
1677443917906,10000,3,119248904,2643968,2643968
1677443918907,10000,3,125243776,2652160,2652160
1677443919908,10000,3,131238704,2652160,2652160
1677443920909,10000,3,137234160,2652160,2652160
1677443921909,10000,3,143301664,2652160,2652160
1677443922910,10000,3,149298048,2652160,2652160
1677443923910,10000,3,155294896,2652160,2652160
1677443924911,10000,5,76930856,2652160,2652160
1677443925912,10000,3,82933144,2652160,2652160
1677443926912,10000,3,89000072,2652160,2652160
1677443927914,10000,3,94997808,2652160,2652160
1677443928914,10000,3,100999456,2652160,2652160
1677443929914,10000,3,106999512,2652160,2652160
1677443930915,10000,3,112998720,2652160,2652160
1677443931916,10000,3,119068808,2652160,2652160
1677443932917,10000,3,125064896,2652160,2652160
1677443933917,10000,3,131057496,2652160,2652160
1677443934918,10000,3,137066784,2652160,2652160
1677443935918,10000,3,143059896,2652160,2652160
1677443936919,10000,3,149123536,2652160,2652160
1677443937919,10000,3,155116080,2652160,2652160
1677443938920,10000,5,76887648,2652160,2652160
1677443939921,10000,3,82891408,2652160,2652160
1677443940922,10000,3,88885216,2652160,2652160
1677443941922,10000,3,94950104,2652160,2652160
1677443942923,10000,3,100944312,2652160,2652160
1677443943923,10000,3,106936864,2652160,2652160
1677443944924,10000,3,112921608,2648064,2648064
1677443945924,10000,3,118915224,2652160,2652160
1677443946925,10000,3,124976368,2652160,2652160
1677443947926,10000,3,130969984,2652160,2652160
1677443948927,10000,3,136967296,2652160,2652160
1677443949928,10000,3,142959840,2652160,2652160
1677443950928,10000,3,148956080,2652160,2652160
1677443951929,10000,3,155019144,2652160,2652160
1677443952929,10000,5,76597440,2637824,2637824
1677443953929,10000,3,82585624,2642944,2642944
1677443954930,10000,3,88594280,2652160,2652160
1677443955931,10000,3,94589328,2652160,2652160
1677443956931,10000,3,100653816,2652160,2652160
1677443957933,10000,3,106648608,2652160,2652160
1677443958933,10000,3,112582320,2626560,2626560
1677443959933,10000,3,118398312,2573312,2573312
1677443960934,10000,3,124251752,2590720,2590720
1677443961935,10000,3,130324944,2652160,2652160
1677443962936,10000,3,136322528,2652160,2652160
1677443963936,10000,3,142314568,2652160,2652160
1677443964937,10000,3,148306904,2652160,2652160
1677443965937,10000,3,154298944,2652160,2652160
1677443966938,10000,5,75263272,2652160,2652160
1677443967939,10000,3,81280368,2652160,2652160
1677443968940,10000,3,87277192,2652160,2652160
1677443969941,10000,3,93271440,2652160,2652160
1677443970942,10000,3,99265432,2652160,2652160
1677443971942,10000,3,105329224,2652160,2652160
1677443972943,10000,3,111325384,2652160,2652160
1677443973943,10000,3,117329216,2652160,2652160
1677443974944,10000,3,123331056,2652160,2652160
1677443975945,10000,3,129360096,2652160,2652160
1677443976945,10000,3,135422616,2652160,2652160
1677443977946,10000,3,141415160,2652160,2652160
