1677443482362,7,7,24337240,9216,9216
1677443483363,25,3,30305584,40960,40960
1677443484364,54,2,34602672,95232,95232
1677443485365,92,4,41286496,166912,167936
1677443486365,139,4,26713256,259072,259072
1677443487365,198,1,29825272,375808,374784
1677443488366,267,3,35706096,508928,512000
1677443489367,345,3,42040448,665600,664576
1677443490368,432,4,31946032,838656,838656
1677443491368,530,3,39187088,1030144,1034240
1677443492369,629,4,48204040,1228800,1231872
1677443493370,731,4,33437616,1444864,1436672
1677443494371,832,2,39747680,1646592,1651712
1677443495371,933,4,50168616,1859584,1853440
1677443496372,1034,6,40352608,2062336,2066432
1677443497372,1133,5,51999896,2268160,2265088
1677443498373,1233,4,62292592,2473984,2475008
1677443499373,1331,6,44887376,2632704,2674688
1677443500374,1431,5,57308296,2626560,2740224
1677443501374,1531,6,44382680,2637824,2728960
1677443502375,1634,3,53148488,2637824,2743296
1677443503376,1732,5,66181744,2637824,2738176
1677443504376,1783,6,44588568,2637824,2737152
1677443505377,1788,3,53336904,2637824,2742272
1677443506378,1788,5,66023536,2637824,2740224
1677443507379,1787,4,76941664,2637824,2742272
1677443508380,1788,5,47615632,2637824,2741248
1677443509380,1794,3,56447032,2637824,2743296
1677443510381,1792,5,69430848,2623488,2735104
1677443511381,1792,4,80300160,2637824,2731008
1677443512382,1785,6,51920496,2624512,2733056
1677443513382,1785,5,64420872,2632704,2727936
1677443514383,1785,3,73338384,2637824,2738176
1677443515385,1783,6,53601648,2637824,2738176
1677443516386,1784,5,66122376,2637824,2741248
1677443517387,1788,4,77153552,2637824,2741248
1677443518388,1792,3,86111328,2637824,2741248
1677443519389,1789,5,53639928,2637824,2740224
1677443520389,1792,4,64977472,2637824,2742272
1677443521390,1789,4,75971736,2634752,2737152
1677443522390,1789,5,89229672,2629632,2738176
1677443523391,1788,5,54487592,2637824,2733056
1677443524391,1788,5,67137040,2635776,2739200
1677443525392,1784,3,76098792,2637824,2737152
1677443526392,1788,4,87128112,2627584,2740224
1677443527393,1787,5,51976856,2637824,2729984
1677443528393,1785,5,64671128,2637824,2739200
1677443529394,1787,4,75777720,2637824,2741248
1677443530395,1788,5,89076048,2628608,2740224
1677443531396,1788,6,53549808,2637824,2731008
1677443532396,1789,4,64782192,2637824,2742272
1677443533396,1787,4,75958528,2632704,2731008
1677443534397,1788,2,85129736,2637824,2743296
1677443535398,1789,2,94268680,2637824,2740224
1677443536398,1790,5,56388784,2633728,2741248
1677443537399,1788,4,67959792,2637824,2737152
1677443538400,1793,4,79203504,2633728,2740224
1677443539401,1790,5,92069856,2637824,2736128
1677443540401,1789,6,53859928,2634752,2739200
1677443541401,1789,2,63108808,2637824,2738176
1677443542403,1788,2,72379448,2637824,2740224
1677443543404,1787,5,85551680,2637824,2740224
1677443544405,1786,5,98444192,2637824,2738176
1677443545405,1788,4,55342792,2637824,2741248
1677443546406,1786,5,68581280,2637824,2740224
1677443547407,1784,5,81586800,2637824,2739200
1677443548408,1784,5,94561336,2637824,2738176
1677443549408,1788,2,103908168,2631680,2737152
1677443550409,1787,6,63000880,2637824,2745344
1677443551410,1787,4,74410920,2637824,2734080
1677443552411,1783,5,88067480,2637824,2736128
1677443553412,1786,4,99546416,2637824,2742272
1677443554413,1786,4,111008496,2637824,2741248
1677443555414,1785,5,65620968,2637824,2740224
1677443556415,1788,4,77037688,2637824,2741248
1677443557416,1788,5,90493384,2637824,2739200
1677443558416,1789,4,102024792,2637824,2740224
1677443559417,1788,4,113902360,2637824,2740224
1677443560418,1790,5,67224352,2637824,2742272
1677443561419,1786,5,80375968,2637824,2739200
1677443562420,1787,4,91996776,2637824,2739200
1677443563421,1786,5,105213752,2637824,2739200
1677443564421,1787,5,118921864,2637824,2740224
1677443565422,1785,4,69865144,2637824,2740224
1677443566423,1784,5,83018472,2637824,2739200
1677443567424,1787,4,95020888,2637824,2742272
1677443568425,1789,4,106679792,2637824,2741248
1677443569425,1790,4,118661016,2637824,2740224
1677443570426,1790,5,67720920,2637824,2740224
1677443571427,1792,2,77423528,2634752,2742272
1677443572427,1787,5,90701504,2637824,2733056
1677443573428,1788,4,102473888,2637824,2742272
1677443574428,1790,4,114536424,2637824,2742272
1677443575433,1788,6,128338808,2636800,2742272
1677443576434,1786,5,79363432,2634752,2739200
