1677442595440,0,5,29671472,0,0
1677442596440,6,1,24262200,7168,7168
1677442597441,21,0,26244224,32768,32768
1677442598442,47,0,29827056,79872,79872
1677442599443,83,0,35505728,149504,149504
1677442600444,129,0,43835040,237568,237568
1677442601444,184,1,35276600,346112,346112
1677442602445,248,1,49936040,472064,472064
1677442603445,323,2,43119288,618496,618496
1677442604446,409,2,36964472,789504,789504
1677442605447,504,2,65192616,977920,977920
1677442606448,603,3,63838024,1184768,1184768
1677442607448,703,3,63659392,1388544,1388544
1677442608448,803,4,64548296,1591296,1591296
1677442609449,902,4,65991496,1795072,1795072
1677442610449,1002,4,69476112,2000896,2000896
1677442611451,1102,5,74812696,2205696,2205696
1677442612451,1202,5,81579304,2408448,2408448
1677442613451,1301,6,88451632,2541568,2541568
1677442614452,1401,6,92997432,2541568,2541568
1677442615452,1501,5,96308472,2541568,2541568
1677442616453,1601,6,95745160,2541568,2541568
1677442617454,1701,6,94064784,2539520,2539520
1677442618455,1801,6,88370200,2539520,2538496
1677442619456,1900,6,82116720,2540544,2541568
1677442620457,1999,4,147433776,2541568,2541568
1677442621457,2099,6,134989272,2541568,2541568
1677442622458,2199,6,121236640,2540544,2540544
1677442623458,2296,6,104718232,2541568,2541568
1677442624459,2396,4,169726776,2535424,2535424
1677442625460,2495,6,150449976,2541568,2541568
1677442626461,2595,6,128579648,2541568,2541568
1677442627461,2695,6,100754688,2532352,2532352
1677442628462,2795,4,165886192,2541568,2541568
1677442629462,2895,6,137969896,2541568,2541568
1677442630462,2995,6,131871768,2541568,2541568
1677442631463,3093,4,196822632,2541568,2541568
1677442632464,3192,6,164164848,2541568,2541568
1677442633464,3292,6,152881912,2541568,2541568
1677442634464,3392,6,114223336,2534400,2534400
1677442635465,3492,4,179277168,2541568,2541568
1677442636465,3592,6,162054448,2541568,2541568
1677442637466,3691,5,226625440,2530304,2530304
1677442638467,3791,6,179968392,2541568,2541568
1677442639469,3891,5,244789720,2541568,2541568
1677442640469,3991,7,187929624,2541568,2541568
1677442641479,4091,6,252943568,2557952,2553856
1677442642480,4191,6,194535512,2525184,2529280
1677442643480,4291,5,259213392,2541568,2541568
1677442644481,4391,7,198344128,2541568,2541568
1677442645481,4486,5,262838608,2541568,2541568
1677442646482,4586,7,193242872,2541568,2541568
1677442647482,4686,5,257857304,2541568,2541568
1677442648483,4786,7,182473176,2541568,2541568
1677442649484,4886,5,247153832,2541568,2541568
1677442650485,4986,7,175978648,2541568,2541568
1677442651486,5086,5,240580304,2541568,2541568
1677442652487,5185,7,196555304,2541568,2541568
1677442653488,5285,5,261219224,2541568,2541568
1677442654488,5385,7,180387360,2541568,2541568
1677442655488,5482,5,244685520,2535424,2534400
1677442656489,5582,7,193704552,2524160,2525184
1677442657490,5682,5,258337304,2541568,2541568
1677442658491,5782,5,323010696,2541568,2541568
1677442659491,5881,7,230369256,2541568,2541568
1677442660491,5981,5,294850928,2541568,2541568
1677442661492,6081,7,236282792,2541568,2541568
1677442662493,6181,5,300816920,2541568,2541568
1677442663494,6281,8,195699016,2541568,2541568
1677442664494,6381,5,260380344,2541568,2541568
1677442665495,6481,5,325006640,2541568,2541568
1677442666496,6581,8,206773928,2541568,2541568
1677442667496,6681,5,271213696,2541568,2541568
1677442668497,6781,5,335668896,2541568,2541568
1677442669497,6876,8,214142432,2541568,2541568
1677442670497,6976,5,278709960,2541568,2541568
1677442671498,7076,5,343066112,2533376,2531328
1677442672498,7176,8,210143184,2515968,2518016
1677442673500,7276,5,274528264,2541568,2541568
1677442674501,7376,5,338861016,2541568,2541568
1677442675501,7476,5,403445112,2541568,2541568
1677442676502,7575,8,266687152,2541568,2541568
1677442677502,7675,5,330576488,2514944,2513920
1677442678502,7775,5,394622600,2530304,2531328
1677442679503,7875,8,248783448,2541568,2541568
1677442680503,7975,6,313151528,2541568,2541568
1677442681504,8071,6,377377944,2535424,2535424
1677442682505,8171,7,441591712,2541568,2541568
1677442683506,8271,10,287878608,2541568,2541568
1677442684507,8371,7,352185656,2541568,2541568
1677442685507,8471,7,416511424,2533376,2532352
1677442686507,8571,10,253474648,2535424,2533376
1677442687508,8671,7,317870384,2538496,2541568
1677442688508,8771,7,382066000,2527232,2526208
1677442689508,8871,7,446072832,2513920,2514944
1677442690509,8971,10,275349504,2480128,2480128
1677442691509,9071,7,339623936,2541568,2541568
1677442692510,9171,6,403962312,2541568,2541568
1677442693511,9271,6,468450208,2541568,2541568
1677442694511,9367,10,285181496,2541568,2541568
1677442695511,9466,6,349528520,2541568,2541568
1677442696512,9564,6,413747360,2541568,2541568
1677442697514,9653,6,477448880,2541568,2541568
1677442698515,9731,10,290326240,2541568,2541568
1677442699515,9798,6,353008792,2541568,2541568
1677442700516,9857,6,415349736,2541568,2541568
1677442701517,9906,6,477102920,2541568,2541568
1677442702518,9945,6,538423680,2541568,2541568
1677442703519,9974,9,330435496,2541568,2541568
1677442704519,9992,6,390683688,2541568,2541568
1677442705520,10000,6,450506984,2541568,2541568
1677442706520,10000,6,509839040,2541568,2541568
1677442707521,10000,9,289249136,2541568,2541568
1677442708522,10000,6,348715176,2541568,2541568
1677442709523,10000,6,408107360,2541568,2541568
1677442710524,10000,6,467665920,2541568,2541568
1677442711525,10000,6,527186488,2541568,2541568
1677442712526,10000,9,308094128,2541568,2541568
1677442713526,10000,6,367662408,2541568,2541568
1677442714527,10000,6,427112272,2541568,2541568
1677442715527,10000,6,486638192,2541568,2541568
1677442716528,10000,6,546095296,2541568,2541568
1677442717528,10000,9,324477224,2541568,2541568
